Date,Symbol,Open,High,Low,Close,Adj Close,Volume
02-01-2017,BAJFINANCE,852.0,873.9,842.0,870.05,860.91,949967
03-01-2017,BAJFINANCE,870.0,889.0,859.25,884.0,873.63,1260264
04-01-2017,BAJFINANCE,887.1,891.0,868.0,871.9,875.73,971428
05-01-2017,BAJFINANCE,883.35,903.0,875.05,899.75,887.42,1423447
06-01-2017,BAJFINANCE,911.0,914.9,875.9,878.45,889.25,4040625
09-01-2017,BAJFINANCE,887.8,893.75,875.1,878.25,883.86,615381
10-01-2017,BAJFINANCE,884.7,901.95,880.05,899.75,893.73,1147293
11-01-2017,BAJFINANCE,905.0,909.5,891.0,896.15,900.01,2005189
12-01-2017,BAJFINANCE,902.5,909.95,886.0,891.2,896.73,737750
13-01-2017,BAJFINANCE,893.2,905.5,888.1,900.05,899.38,821185
16-01-2017,BAJFINANCE,900.0,920.1,894.45,917.7,909.82,1117504
17-01-2017,BAJFINANCE,923.9,924.6,910.5,914.35,916.26,849554
18-01-2017,BAJFINANCE,918.7,938.0,915.0,930.35,930.9,1525144
19-01-2017,BAJFINANCE,929.8,932.3,916.0,926.3,923.37,598997
20-01-2017,BAJFINANCE,924.8,930.0,904.0,907.7,915.2,697857
23-01-2017,BAJFINANCE,909.4,931.7,905.15,929.65,920.56,829648
24-01-2017,BAJFINANCE,934.95,934.95,921.0,929.75,928.64,826288
25-01-2017,BAJFINANCE,931.2,1006.0,931.2,999.85,979.49,3874946
27-01-2017,BAJFINANCE,1000.0,1020.0,991.35,995.85,1002.51,1386916
30-01-2017,BAJFINANCE,990.0,1059.0,989.15,1054.8,1034.82,4866384
31-01-2017,BAJFINANCE,1058.9,1072.0,1030.75,1036.9,1054.0,2304584
01-02-2017,BAJFINANCE,1039.0,1069.9,1025.0,1066.15,1052.79,1860379
02-02-2017,BAJFINANCE,1067.4,1083.95,1050.0,1054.15,1063.42,1681729
03-02-2017,BAJFINANCE,1055.3,1068.0,1042.3,1047.35,1052.82,903079
06-02-2017,BAJFINANCE,1056.0,1085.5,1050.1,1073.7,1071.55,1218063
07-02-2017,BAJFINANCE,1070.0,1075.0,1052.4,1060.95,1063.07,658786
08-02-2017,BAJFINANCE,1060.0,1069.4,1025.0,1049.45,1046.51,1046297
09-02-2017,BAJFINANCE,1058.0,1061.65,1026.0,1040.85,1039.56,916871
10-02-2017,BAJFINANCE,1045.2,1059.0,1038.0,1055.45,1049.0,643391
13-02-2017,BAJFINANCE,1057.0,1070.0,1043.25,1058.95,1058.16,484476
14-02-2017,BAJFINANCE,1064.0,1069.0,1055.0,1059.5,1061.45,438100
15-02-2017,BAJFINANCE,1060.3,1065.0,1029.0,1040.4,1046.17,679204
16-02-2017,BAJFINANCE,1040.9,1106.0,1035.0,1094.35,1073.2,1035007
17-02-2017,BAJFINANCE,1110.0,1118.0,1081.1,1089.5,1099.06,1408853
20-02-2017,BAJFINANCE,1092.95,1109.5,1035.0,1095.9,1096.14,617565
21-02-2017,BAJFINANCE,1092.2,1105.95,1085.0,1095.9,1096.32,335482
22-02-2017,BAJFINANCE,1095.0,1104.15,1065.0,1076.25,1083.94,1000632
23-02-2017,BAJFINANCE,1083.0,1099.0,1066.5,1068.2,1077.55,1196177
27-02-2017,BAJFINANCE,1070.85,1104.0,1069.0,1091.6,1091.68,1223440
28-02-2017,BAJFINANCE,1097.75,1119.0,1096.0,1108.2,1111.05,1257475
01-03-2017,BAJFINANCE,1120.0,1128.9,1070.6,1075.85,1088.99,2045087
02-03-2017,BAJFINANCE,1083.0,1089.6,1019.1,1048.75,1051.04,2587153
03-03-2017,BAJFINANCE,1047.5,1056.9,1024.15,1046.25,1036.32,1185751
06-03-2017,BAJFINANCE,1054.0,1056.0,1026.4,1033.95,1035.95,1176084
07-03-2017,BAJFINANCE,1034.9,1055.8,1022.4,1052.4,1042.29,1534634
08-03-2017,BAJFINANCE,1057.75,1084.0,1049.0,1081.2,1067.85,1763414
09-03-2017,BAJFINANCE,1074.7,1095.0,1068.0,1087.2,1085.4,1391444
10-03-2017,BAJFINANCE,1092.5,1100.0,1085.1,1094.5,1092.62,748405
14-03-2017,BAJFINANCE,1112.0,1135.45,1103.4,1126.7,1122.96,1254682
15-03-2017,BAJFINANCE,1129.0,1143.2,1124.25,1134.55,1136.73,781510
16-03-2017,BAJFINANCE,1139.7,1178.0,1130.85,1163.5,1153.28,1234503
17-03-2017,BAJFINANCE,1170.0,1183.7,1151.3,1159.3,1164.34,822826
20-03-2017,BAJFINANCE,1165.0,1192.3,1142.75,1172.55,1161.57,978371
21-03-2017,BAJFINANCE,1172.05,1184.95,1146.0,1174.55,1171.63,2284752
22-03-2017,BAJFINANCE,1155.1,1167.95,1150.0,1159.7,1158.89,691551
23-03-2017,BAJFINANCE,1161.5,1191.7,1161.5,1185.75,1178.62,873741
24-03-2017,BAJFINANCE,1190.4,1198.0,1170.55,1177.05,1187.12,668010
27-03-2017,BAJFINANCE,1177.0,1189.0,1171.0,1185.0,1180.61,479265
28-03-2017,BAJFINANCE,1194.0,1206.0,1186.75,1194.75,1197.21,809959
29-03-2017,BAJFINANCE,1199.4,1205.0,1172.0,1180.75,1186.22,632607
30-03-2017,BAJFINANCE,1180.0,1190.1,1173.0,1181.05,1181.29,657966
31-03-2017,BAJFINANCE,1188.0,1188.0,1167.5,1171.1,1172.43,474585
