Date,Symbol,Open,High,Low,Close,Adj Close,Volume
01-12-2017,ADANIENT,147.0,151.35,140.05,142.35,147.85,5272779
04-12-2017,ADANIENT,142.8,145.8,131.75,142.6,141.95,6970705
05-12-2017,ADANIENT,142.65,146.8,139.55,145.75,142.9,4720284
06-12-2017,ADANIENT,143.7,147.4,141.3,142.25,144.66,3852721
07-12-2017,ADANIENT,142.7,148.95,142.1,147.55,145.42,3346587
08-12-2017,ADANIENT,149.2,152.55,148.6,151.05,150.39,5248995
11-12-2017,ADANIENT,152.4,154.25,149.7,153.3,152.12,4547863
12-12-2017,ADANIENT,153.9,155.3,149.05,152.55,152.44,7656986
13-12-2017,ADANIENT,150.0,153.4,146.2,147.5,150.09,7720271
14-12-2017,ADANIENT,147.0,150.3,142.85,148.55,146.51,4719833
15-12-2017,ADANIENT,154.95,155.8,150.7,155.2,153.32,9641091
18-12-2017,ADANIENT,148.0,166.45,139.7,159.95,157.27,36258411
19-12-2017,ADANIENT,159.9,161.7,155.85,160.4,159.66,8093608
20-12-2017,ADANIENT,160.0,163.05,157.7,160.95,160.45,6211843
21-12-2017,ADANIENT,161.0,164.95,160.25,162.6,162.68,5528048
22-12-2017,ADANIENT,162.95,165.95,161.1,162.9,163.7,4597724
26-12-2017,ADANIENT,163.0,165.2,160.95,163.2,163.07,2925999
27-12-2017,ADANIENT,163.0,169.35,162.4,165.95,166.85,9076528
28-12-2017,ADANIENT,166.0,167.2,163.5,165.25,165.47,3753225
29-12-2017,ADANIENT,165.0,168.25,163.9,166.35,166.22,4272076
01-01-2018,ADANIENT,165.8,169.85,165.0,166.05,167.8,4220395
02-01-2018,ADANIENT,166.1,167.4,162.15,163.9,164.42,2712044
03-01-2018,ADANIENT,163.9,180.25,163.9,176.2,175.67,21268697
04-01-2018,ADANIENT,176.0,185.2,174.15,183.3,182.17,12411875
05-01-2018,ADANIENT,184.8,194.3,182.4,193.15,189.89,11521764
08-01-2018,ADANIENT,192.6,201.0,192.3,196.45,197.08,8253904
09-01-2018,ADANIENT,198.0,198.95,194.1,195.9,196.37,4715461
10-01-2018,ADANIENT,196.1,203.85,196.0,198.8,200.31,11667268
11-01-2018,ADANIENT,198.0,203.7,195.55,201.7,200.99,5579135
12-01-2018,ADANIENT,202.0,203.75,194.25,199.95,199.24,5218945
15-01-2018,ADANIENT,201.0,202.2,197.3,198.2,199.52,2971871
16-01-2018,ADANIENT,198.7,199.1,188.2,194.6,193.61,7331265
17-01-2018,ADANIENT,194.2,205.7,187.9,204.55,199.15,9472531
18-01-2018,ADANIENT,206.0,207.5,188.7,195.25,197.21,13242809
19-01-2018,ADANIENT,195.25,201.0,188.55,199.7,195.08,14032888
22-01-2018,ADANIENT,198.0,202.35,196.0,198.9,198.63,5740115
23-01-2018,ADANIENT,199.4,205.25,196.1,204.4,201.22,7561852
24-01-2018,ADANIENT,204.3,207.55,200.0,205.5,203.24,7805766
25-01-2018,ADANIENT,205.0,215.75,201.8,214.4,210.28,13233590
29-01-2018,ADANIENT,215.6,220.5,210.6,213.35,216.5,7973287
30-01-2018,ADANIENT,211.0,213.55,207.5,211.3,210.98,4290228
31-01-2018,ADANIENT,209.95,218.75,209.15,213.2,214.8,7732419
01-02-2018,ADANIENT,213.0,217.05,203.7,214.0,212.79,4905671
02-02-2018,ADANIENT,213.0,213.0,195.1,197.2,202.57,6946208
05-02-2018,ADANIENT,185.1,201.0,183.7,199.45,194.81,6443758
06-02-2018,ADANIENT,185.0,198.2,182.7,195.3,192.24,5920376
07-02-2018,ADANIENT,199.55,202.75,195.1,196.75,198.1,3982586
08-02-2018,ADANIENT,198.25,206.15,196.9,204.5,202.48,4439467
09-02-2018,ADANIENT,200.0,211.85,197.65,210.1,206.3,6060617
12-02-2018,ADANIENT,211.2,219.3,211.2,217.25,216.21,7269216
14-02-2018,ADANIENT,218.5,223.5,216.75,219.45,221.47,6915464
15-02-2018,ADANIENT,221.1,222.65,210.65,214.75,216.41,4974761
16-02-2018,ADANIENT,215.8,218.45,204.8,207.8,210.35,5458989
19-02-2018,ADANIENT,205.0,207.45,200.5,202.9,203.77,4869612
20-02-2018,ADANIENT,202.0,203.55,195.0,198.0,198.64,6326486
21-02-2018,ADANIENT,199.3,200.5,195.3,197.4,197.15,4152954
22-02-2018,ADANIENT,196.0,204.45,193.8,203.3,199.4,8957045
23-02-2018,ADANIENT,204.5,205.75,201.5,204.35,203.5,5007111
26-02-2018,ADANIENT,205.0,207.85,203.5,205.6,205.77,2916864
27-02-2018,ADANIENT,206.0,209.85,201.2,207.05,205.76,5990667
28-02-2018,ADANIENT,204.95,207.95,202.5,203.55,205.06,3876913
01-03-2018,ADANIENT,203.55,206.7,198.2,199.15,202.64,3600007
05-03-2018,ADANIENT,199.0,202.7,196.75,200.9,199.93,3891702
06-03-2018,ADANIENT,202.5,203.35,180.1,186.2,193.4,8063223
07-03-2018,ADANIENT,182.9,185.45,169.2,172.2,177.83,21742279
08-03-2018,ADANIENT,174.0,177.4,160.0,168.95,168.31,19371103
09-03-2018,ADANIENT,168.95,170.5,154.65,156.1,160.89,17088755
12-03-2018,ADANIENT,158.45,164.4,150.0,162.25,156.37,20088994
13-03-2018,ADANIENT,162.05,164.5,157.0,159.75,160.26,15160439
14-03-2018,ADANIENT,156.8,165.2,156.55,163.75,161.58,13334956
15-03-2018,ADANIENT,163.5,170.45,163.2,167.05,166.94,13195532
16-03-2018,ADANIENT,167.5,168.45,159.15,160.5,164.15,12405008
19-03-2018,ADANIENT,160.0,162.0,154.65,160.6,157.66,11657832
20-03-2018,ADANIENT,158.95,163.4,158.3,160.95,161.19,9395255
21-03-2018,ADANIENT,161.75,166.15,161.15,162.2,163.8,7748642
22-03-2018,ADANIENT,162.4,163.85,158.55,159.45,161.02,6171698
23-03-2018,ADANIENT,155.0,156.2,148.7,152.45,151.68,9936873
26-03-2018,ADANIENT,152.5,166.25,150.75,163.75,156.55,12479612
27-03-2018,ADANIENT,165.9,167.7,158.6,159.9,163.11,12016092
28-03-2018,ADANIENT,158.9,161.9,154.7,156.4,158.36,11699148
02-04-2018,ADANIENT,157.3,162.45,151.2,160.9,158.35,9992345
03-04-2018,ADANIENT,158.25,163.3,156.55,162.4,160.3,11497486
04-04-2018,ADANIENT,162.45,166.4,147.1,151.45,158.18,33352404
05-04-2018,ADANIENT,133.0,152.95,126.25,147.85,145.14,27497507
06-04-2018,ADANIENT,148.25,154.65,147.7,149.75,151.29,10623849
09-04-2018,ADANIENT,150.2,152.0,145.65,147.15,148.5,5148636
10-04-2018,ADANIENT,148.5,150.95,146.7,147.75,148.66,4948074
11-04-2018,ADANIENT,148.05,148.75,142.6,144.55,144.71,5128577
12-04-2018,ADANIENT,144.6,146.3,134.65,136.1,139.49,7768352
13-04-2018,ADANIENT,140.4,143.0,137.6,139.4,140.66,11986798
16-04-2018,ADANIENT,138.7,141.9,137.0,140.75,139.32,5077236
17-04-2018,ADANIENT,141.45,142.95,137.8,139.5,140.19,3526569
18-04-2018,ADANIENT,141.0,141.0,135.7,136.75,138.18,3297720
19-04-2018,ADANIENT,135.5,142.3,135.0,141.65,139.33,6407262
20-04-2018,ADANIENT,141.0,141.0,136.0,137.7,137.98,3928069
23-04-2018,ADANIENT,139.0,142.0,137.6,139.75,139.66,4466205
24-04-2018,ADANIENT,140.55,141.3,136.85,137.9,138.63,3619659
25-04-2018,ADANIENT,138.0,139.5,136.65,137.55,137.99,2744549
26-04-2018,ADANIENT,138.0,141.75,136.0,140.55,138.43,2829547
27-04-2018,ADANIENT,140.95,148.6,140.25,141.8,144.57,7560641
30-04-2018,ADANIENT,142.35,144.4,138.6,140.1,141.56,2549744
02-05-2018,ADANIENT,140.35,141.5,124.2,129.4,132.4,8357323
03-05-2018,ADANIENT,130.0,130.5,123.3,126.4,126.62,12869077
04-05-2018,ADANIENT,126.7,132.45,125.65,126.6,129.05,12870721
07-05-2018,ADANIENT,127.1,129.9,124.85,127.6,127.32,12195077
08-05-2018,ADANIENT,128.25,133.5,125.8,131.45,128.77,4625620
09-05-2018,ADANIENT,130.4,131.45,128.05,129.05,129.53,3565162
10-05-2018,ADANIENT,129.9,130.7,125.7,126.65,127.97,4815033
11-05-2018,ADANIENT,127.55,129.4,123.4,127.8,126.23,5943405
14-05-2018,ADANIENT,127.85,128.0,121.6,124.0,124.96,5039909
15-05-2018,ADANIENT,124.0,129.45,121.3,123.3,125.44,6753335
16-05-2018,ADANIENT,123.0,124.8,120.65,123.1,122.72,4008619
17-05-2018,ADANIENT,124.4,125.6,121.8,123.4,123.58,3158060
18-05-2018,ADANIENT,123.8,124.0,117.55,118.6,120.1,4125360
21-05-2018,ADANIENT,119.0,120.9,116.0,118.2,117.78,3196634
22-05-2018,ADANIENT,119.9,123.5,118.25,122.25,120.87,3700083
23-05-2018,ADANIENT,122.0,122.45,116.8,117.4,118.74,2564043
24-05-2018,ADANIENT,118.0,120.5,115.65,119.15,118.43,4368851
25-05-2018,ADANIENT,119.05,125.9,118.05,124.8,122.25,5483064
28-05-2018,ADANIENT,123.9,131.5,123.9,129.65,128.46,5007622
29-05-2018,ADANIENT,128.0,129.35,122.75,123.7,125.78,4091255
30-05-2018,ADANIENT,122.1,125.2,121.5,123.4,123.48,2133256
31-05-2018,ADANIENT,124.0,124.25,120.25,121.0,121.73,4584277
01-06-2018,ADANIENT,121.0,122.2,115.55,119.55,118.71,6238346
04-06-2018,ADANIENT,119.95,121.0,113.65,116.25,117.74,5153935
05-06-2018,ADANIENT,116.0,117.3,113.05,115.4,114.88,3155941
06-06-2018,ADANIENT,115.5,119.65,114.45,118.25,116.93,4012380
07-06-2018,ADANIENT,118.25,128.2,118.25,125.4,124.18,11000722
08-06-2018,ADANIENT,124.75,127.2,122.55,126.3,124.87,5338810
11-06-2018,ADANIENT,127.7,132.85,126.9,128.25,130.09,6562401
12-06-2018,ADANIENT,127.3,128.9,126.15,127.65,127.6,2262313
13-06-2018,ADANIENT,128.55,132.65,128.3,129.15,130.43,6679378
14-06-2018,ADANIENT,128.5,134.85,127.2,133.95,131.57,9893943
15-06-2018,ADANIENT,135.0,137.2,131.4,132.45,134.31,8917748
18-06-2018,ADANIENT,132.9,136.0,130.45,134.35,133.64,8419032
19-06-2018,ADANIENT,132.6,135.55,128.9,129.9,132.05,5591679
20-06-2018,ADANIENT,129.0,132.35,128.9,131.75,131.13,4895974
21-06-2018,ADANIENT,131.7,132.7,128.5,129.85,130.27,3634286
